question,answer_llm,answer_baseline,answer_orig,document
Does `Field(strict=True)` change the error type for invalid JSON date strings to `date_parsing` instead of another validation error?,"According to **Pydantic v2**, yes: `Field(strict=True)` can lead to a **`date_parsing`** error when validating **JSON** input that contains an invalid date string.

From the docs:

- The `date_parsing` error is raised when validating JSON where the input is a string that cannot be parsed for a `date` field.
- The example specifically uses:

```python
class Model(BaseModel):
    x: date = Field(strict=True)

Model.model_validate_json(json.dumps({'x': '1'}))
```

and the resulting error type is:

```python
'date_parsing'
```

Also, Pydantic v2 notes that **strict mode is looser when validating from JSON**, and for `date` fields in strict JSON mode, strings complying with RFC 3339 date format are accepted.

So, based on the retrieved docs: **yes, invalid JSON date strings can produce `date_parsing` with `Field(strict=True)`**.

If you want, I can also contrast this with the error you’d get from `validate_python(..., strict=True)` for the same value.","No. `Field(strict=True)` does **not** change an invalid JSON date string into a `date_parsing` error.

For JSON input, a date field is still validated from the parsed JSON value, and an invalid string like:

```json
{""d"": ""not-a-date""}
```

will typically produce a **date parsing / invalid date**-style validation error based on the date parser, not a strictness error. `strict=True` mainly affects whether non-date types are coerced, not how an already-string date is parsed.

If you want, I can show the exact difference between:

- invalid JSON date strings
- Python input in strict mode
- non-strict coercion behavior","## `date_parsing`

This error is raised when validating JSON where the input value is string that cannot be parsed for a `date` field:

```python
import json
from datetime import date

from pydantic import BaseModel, Field, ValidationError


class Model(BaseModel):
    x: date = Field(strict=True)


try:
    Model.model_validate_json(json.dumps({'x': '1'}))
except ValidationError as exc:
    print(repr(exc.errors()[0]['type']))
    #> 'date_parsing'
```",pydantic-v2-validation_errors-1070
Why does `Model(x=None)` on a `timedelta` field now raise `time_delta_type` instead of coercing?,"According to **Pydantic v2**, `Model(x=None)` raises **`time_delta_type`** because `None` is **not a valid input type** for a `timedelta` field.

From the migration docs you provided:

- `timedelta` fields accept:
  - `datetime.timedelta` instances
  - strings/bytes parsed as RFC 3339 duration strings
  - integers/floats (or values coercible to them) as seconds
- The `time_delta_type` error is raised when the input value’s **type is not valid** for a `timedelta` field.
- In **strict mode**, only actual `timedelta` instances are accepted.

So in v2, `None` is no longer coerced into a `timedelta`; it is treated as an invalid type and triggers `time_delta_type`.

### Before / after

**Pydantic v1-style expectation**
```python
Model(x=None)  # may have been coerced/handled differently in older behavior
```

**Pydantic v2**
```python
from datetime import timedelta
from pydantic import BaseModel, ValidationError

class Model(BaseModel):
    x: timedelta

try:
    Model(x=None)
except ValidationError as exc:
    print(exc.errors()[0][""type""])  # 'time_delta_type'
```

If you want to allow `None`, you’d need to make the field optional, but I don’t have enough information in the migration guides to say exactly how that should be handled beyond the fact that `None` is not a valid `timedelta` input type in Pydantic v2.","Because `None` is no longer being implicitly coerced into a `timedelta` value.

In current Pydantic behavior, a `timedelta` field expects either:

- a real `datetime.timedelta`
- a supported duration input like a number or duration string, depending on config/version
- `None` **only if the field is explicitly optional** (`timedelta | None` / `Optional[timedelta]`)

So:

```python
class Model(BaseModel):
    x: timedelta

Model(x=None)
```

now raises a `time_delta_type` error because `None` is treated as invalid input for a non-optional `timedelta`.

### Why this changed
This is part of Pydantic v2’s stricter validation model:

- fewer silent coercions
- clearer distinction between “missing”, “null”, and “valid value”
- more predictable validation and better error reporting

### If you want `None` to be accepted
Make the field optional:

```python
class Model(BaseModel):
    x: timedelta | None = None
```

### If you expected coercion from `None`
That was never a good fit semantically: `None` does not represent a duration, so Pydantic now correctly reports it as a type error instead of converting it.

If you want, I can also explain the exact v1 → v2 behavior change for `timedelta` parsing.","## `time_delta_type`

This error is raised when the input value's type is not valid for a `timedelta` field:

```python
from datetime import timedelta

from pydantic import BaseModel, ValidationError


class Model(BaseModel):
    x: timedelta


try:
    Model(x=None)
except ValidationError as exc:
    print(repr(exc.errors()[0]['type']))
    #> 'time_delta_type'
```

This error is also raised for strict fields when the input value is not an instance of `timedelta`.",pydantic-v2-validation_errors-1144
"In strict mode, is `timedelta` validation limited to actual `datetime.timedelta` instances only?","According to **Pydantic v2**, yes: in **strict mode**, `timedelta` validation accepts **only actual `datetime.timedelta` instances**.

From the retrieved docs:

- **Strictness:** “In strict mode, only `timedelta` instances are accepted.”
- It also says that **in JSON mode**, strict `timedelta` fields accept **only strings complying with RFC 3339**.

So the answer is:

- **Python mode + strict mode:** only `datetime.timedelta` objects
- **JSON mode + strict mode:** only RFC 3339 duration strings

Example:

```python
from datetime import timedelta
from pydantic import BaseModel, ConfigDict

class Model(BaseModel):
    model_config = ConfigDict(strict=True)
    td: timedelta

Model(td=timedelta(days=1))  # OK
Model(td=""P1D"")              # not accepted in strict Python mode
```

If you want, I can also show how this differs from non-strict `timedelta` validation in Pydantic v2.","No. In strict mode, Pydantic’s `timedelta` validation is **not** limited only to actual `datetime.timedelta` instances in all cases.

- **Strict mode does reject coercions** from things like strings or numbers.
- But for `timedelta`, Pydantic may still accept values that are **compatible with `timedelta`**, depending on the exact API and input type handling.

If you want, I can show the exact behavior for:
1. `BaseModel` with `ConfigDict(strict=True)`, or
2. `TypeAdapter(timedelta, config={'strict': True})`

since the details can differ a bit by entry point.","## `time_delta_type`

This error is raised when the input value's type is not valid for a `timedelta` field:

```python
from datetime import timedelta

from pydantic import BaseModel, ValidationError


class Model(BaseModel):
    x: timedelta


try:
    Model(x=None)
except ValidationError as exc:
    print(repr(exc.errors()[0]['type']))
    #> 'time_delta_type'
```

This error is also raised for strict fields when the input value is not an instance of `timedelta`.",pydantic-v2-validation_errors-1144
What input types are accepted for a `BaseModel` field annotated as `timedelta` in Pydantic v2?,"According to **Pydantic v2** for **`timedelta`** fields, these input types are accepted:

- **`datetime.timedelta` instances** — validated as-is
- **Strings** — parsed according to **RFC 3339 time format**
- **Bytes** — also parsed according to **RFC 3339 time format**
- **Integers and floats** — interpreted as **seconds**
- **Values coercible to integers/floats** — also interpreted as **seconds**

In **strict mode**, only **`datetime.timedelta` instances** are accepted. In **JSON mode**, only **RFC 3339-compliant strings** are accepted.

### Example

```python
from datetime import timedelta
from pydantic import BaseModel

class Model(BaseModel):
    td: timedelta

Model(td=timedelta(days=1))   # accepted
Model(td='P3DT12H30M5S')      # accepted
Model(td=3600)                # accepted
Model(td=3600.5)              # accepted
```

If you want, I can also show the corresponding validation errors for invalid inputs.","In Pydantic v2, a field annotated as `datetime.timedelta` accepts these input types:

- `datetime.timedelta` instances
- Integers or floats, interpreted as a duration in **seconds**
- Strings in Pydantic’s supported duration formats, such as:
  - ISO 8601 duration strings, e.g. `""P3DT12H""`
  - A shorthand form like `""1d 2h 3m 4s""` / `""2:30:00""` depending on the exact parser support in your version

Example:

```python
from datetime import timedelta
from pydantic import BaseModel

class M(BaseModel):
    duration: timedelta

M(duration=timedelta(days=1))
M(duration=3600)      # 1 hour
M(duration=""PT1H30M"") # 1.5 hours
```

If you want, I can also list the exact string formats Pydantic v2 accepts for `timedelta`.","## `time_delta_type`

This error is raised when the input value's type is not valid for a `timedelta` field:

```python
from datetime import timedelta

from pydantic import BaseModel, ValidationError


class Model(BaseModel):
    x: timedelta


try:
    Model(x=None)
except ValidationError as exc:
    print(repr(exc.errors()[0]['type']))
    #> 'time_delta_type'
```

This error is also raised for strict fields when the input value is not an instance of `timedelta`.",pydantic-v2-validation_errors-1144
How can I detect the `time_delta_type` error from `ValidationError.errors()` for a `timedelta` field?,"According to **Pydantic v2**, you can detect the `time_delta_type` error by inspecting the first item in `ValidationError.errors()` and checking its `'type'` value.

### Example

```python
from datetime import timedelta

from pydantic import BaseModel, ValidationError


class Model(BaseModel):
    x: timedelta


try:
    Model(x=None)
except ValidationError as exc:
    errors = exc.errors()
    if errors and errors[0]['type'] == 'time_delta_type':
        print(""Got time_delta_type error"")
```

### Notes
- `time_delta_type` is raised when the input value’s type is not valid for a `timedelta` field.
- It is also raised for **strict** fields when the input is not an instance of `timedelta`.

If you want, I can also show how to detect `time_delta_parsing` in the same way.","If you’re using **Pydantic** and want to detect an invalid `timedelta` value via `ValidationError.errors()`, look for the error entry whose `type` is `""time_delta_type""`.

Example:

```python
from datetime import timedelta
from pydantic import BaseModel, ValidationError

class M(BaseModel):
    delta: timedelta

try:
    M(delta=""not a timedelta"")
except ValidationError as e:
    for err in e.errors():
        if err[""type""] == ""time_delta_type"":
            print(""Got a timedelta type error"")
            print(err)
```

Typical error dict looks like:

```python
{
    'type': 'time_delta_type',
    'loc': ('delta',),
    'msg': 'Input should be a valid timedelta',
    'input': 'not a timedelta',
    'url': 'https://errors.pydantic.dev/...'
}
```

You can also detect it directly with:

```python
any(err[""type""] == ""time_delta_type"" for err in e.errors())
```

If you want, I can also show how to detect the related `time_delta_parsing` error, which is used when the input is a string but can’t be parsed as a duration.","## `time_delta_type`

This error is raised when the input value's type is not valid for a `timedelta` field:

```python
from datetime import timedelta

from pydantic import BaseModel, ValidationError


class Model(BaseModel):
    x: timedelta


try:
    Model(x=None)
except ValidationError as exc:
    print(repr(exc.errors()[0]['type']))
    #> 'time_delta_type'
```

This error is also raised for strict fields when the input value is not an instance of `timedelta`.",pydantic-v2-validation_errors-1144
Is `time_delta_type` also emitted when a strict `timedelta` field gets a non-`timedelta` value?,"According to **Pydantic v2**, yes.

The `time_delta_type` error is raised not only when the input value’s type is invalid for a `timedelta` field, but also **for strict fields when the input value is not an instance of `datetime.timedelta`**.

### Before / behavior
```python
from datetime import timedelta
from pydantic import BaseModel, ValidationError, Field

class Model(BaseModel):
    x: timedelta = Field(strict=True)

try:
    Model(x=""P3DT12H30M5S"")
except ValidationError as exc:
    print(exc.errors()[0][""type""])
    # time_delta_type
```

So for a strict `timedelta` field, a non-`timedelta` value emits `time_delta_type`, not `time_delta_parsing`.

","Yes — if the field is declared as a strict `timedelta` and the input is not a `timedelta` instance, the validation error includes the `time_delta_type` error type.

For example, in Pydantic v2:

```python
from datetime import timedelta
from pydantic import BaseModel, Field, ValidationError

class M(BaseModel):
    d: timedelta = Field(strict=True)

try:
    M(d=""1 day"")
except ValidationError as e:
    print(e.errors())
```

You’ll get an error like:

```python
[{
    'type': 'time_delta_type',
    'loc': ('d',),
    'msg': 'Input should be a valid timedelta',
    'input': '1 day'
}]
```

So for strict `timedelta`, non-`timedelta` inputs are rejected with `time_delta_type`, rather than being coerced.","## `time_delta_type`

This error is raised when the input value's type is not valid for a `timedelta` field:

```python
from datetime import timedelta

from pydantic import BaseModel, ValidationError


class Model(BaseModel):
    x: timedelta


try:
    Model(x=None)
except ValidationError as exc:
    print(repr(exc.errors()[0]['type']))
    #> 'time_delta_type'
```

This error is also raised for strict fields when the input value is not an instance of `timedelta`.",pydantic-v2-validation_errors-1144
"In a `@root_validator(pre=True)`, am I supposed to work with raw input data instead of parsed field values?","According to **Pydantic v1**, yes: a `@root_validator(pre=True)` runs **before field validation occurs**, so it receives the **raw input data**, not parsed field values.

From the v1 docs:

- `pre=True` root validators are called **before field validation**
- they are **provided with the raw input data**
- if a `pre=True` root validator raises an error, **field validation will not occur**

So in `pre=True`, you should expect to work with the unvalidated input dict.

### Example

```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    x: int
    y: int

    @root_validator(pre=True)
    def check_raw_input(cls, values):
        # values is raw input data here
        if 'x' not in values:
            raise ValueError('x is required')
        return values
```

### Contrast with `pre=False` (default)

According to **Pydantic v1**, a normal root validator runs **after field validation**, so it receives a dict of:

- values that passed field validation
- field defaults where applicable

If you want, I can also show how this changes in **Pydantic v2** with `@root_validator` and `skip_on_failure=True`.","Yes.

In Pydantic, a `@root_validator(pre=True)` runs **before field validation/parsing**, so you should expect to receive the **raw input data** exactly as it was passed in, typically a `dict`-like object.

### What that means
- Values are **not yet converted** to their target types.
- Field validators have **not** run yet.
- You generally work with the original input keys/values, not parsed model attributes.

### Example
```python
from pydantic import BaseModel, root_validator

class User(BaseModel):
    age: int
    name: str

    @root_validator(pre=True)
    def check_raw_input(cls, values):
        # values is raw input, e.g. {""age"": ""42"", ""name"": ""Alice""}
        print(values)
        return values
```

If input is:
```python
User(age=""42"", name=""Alice"")
```

then inside `pre=True`, `values[""age""]` is still `""42""` as a string.

### Contrast with `pre=False` (default)
A regular `@root_validator()` runs **after** field parsing/validation, so `values` contains **parsed Python values**:
- `""42""` → `42`
- nested models may already be converted
- invalid fields may already have been rejected

### Rule of thumb
- Use `pre=True` when you want to:
  - normalize raw input
  - inject/remove keys
  - support alternate input shapes
- Use `pre=False` when you want to:
  - validate relationships between already-parsed fields
  - rely on final field types

If you want, I can also show the same behavior for Pydantic v2’s `model_validator(mode=""before"")` / `mode=""after""`.","## Root Validators

Validation can also be performed on the entire model's data.

{!.tmp_examples/validators_root.md!}

As with field validators, root validators can have `pre=True`, in which case they're called before field
validation occurs (and are provided with the raw input data), or `pre=False` (the default), in which case
they're called after field validation.

Field validation will not occur if `pre=True` root validators raise an error. As with field validators,
""post"" (i.e. `pre=False`) root validators by default will be called even if prior validators fail; this
behaviour can be changed by setting the `skip_on_failure=True` keyword argument to the validator.
The `values` argument will be a dict containing the values which passed field validation and
field defaults where applicable.",pydantic-v1-validators-0246
Why does my `pre=True` root validator stop field validation from running when it raises a `ValueError`?,"According to **Pydantic v1**, this is expected behavior.

A `root_validator` with `pre=True` runs **before field validation** and receives the **raw input data**. The v1 docs say:

- if a `pre=True` root validator raises an error, **field validation will not occur**
- `post` validators (`pre=False`) run after field validation

So if your `pre=True` root validator raises a `ValueError`, Pydantic stops there and does not continue to field validation.

### Example

**Before**
```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    x: int
    y: int

    @root_validator(pre=True)
    def check_input(cls, values):
        raise ValueError(""invalid input"")
```

In this case, `x` and `y` will not be validated.

### Why
Because `pre=True` validators are meant to validate or transform the **incoming raw data first**. If they fail, Pydantic does not proceed to field validation.

### Related v2 note
According to **Pydantic v2**, `@root_validator` with `pre=False` now **must** use `skip_on_failure=True`, and `skip_on_failure=False` is no longer available. That is a separate v2 migration rule, but it does not change the v1 behavior you’re seeing here.

If you want, I can also show how to rewrite this using Pydantic v2 model validators.","In **Pydantic v1**, a `@root_validator(pre=True)` runs **before any field parsing/validation**. If it raises a `ValueError` (or any exception), Pydantic treats that as a **model-level validation failure** and **stops the validation pipeline immediately**.

### Why field validation doesn’t run
Validation order is roughly:

1. Run `root_validator(pre=True)`
2. If it succeeds, validate individual fields
3. Run `root_validator(pre=False)` / post validators

So if step 1 raises, Pydantic never reaches step 2. This is by design: a pre root validator is allowed to inspect the raw input and reject it before any field logic happens.

### Example
```python
from pydantic import BaseModel, root_validator

class M(BaseModel):
    x: int
    y: int

    @root_validator(pre=True)
    def check_raw_input(cls, values):
        raise ValueError(""bad input"")

M(x=""not an int"", y=""also bad"")
```

You’ll only get the root-level error, not the field errors for `x` and `y`.

### If you want field validation to still run
Use one of these approaches:

- **Don’t raise in `pre=True`** unless you really want to abort everything.
- Move the logic to a **post root validator**:
  ```python
  @root_validator(pre=False)
  def check_after_fields(cls, values):
      ...
  ```
  This runs after field validation.
- Use **field validators** if the check is field-specific.
- In some cases, collect issues yourself instead of raising immediately.

### In short
`pre=True` root validators are for validating the **raw input dict**, and raising there means “this model is invalid; stop now,” so Pydantic skips all field validation.

If you want, I can show how to structure this so you get **both** your custom root error **and** field-level errors.","## Root Validators

Validation can also be performed on the entire model's data.

{!.tmp_examples/validators_root.md!}

As with field validators, root validators can have `pre=True`, in which case they're called before field
validation occurs (and are provided with the raw input data), or `pre=False` (the default), in which case
they're called after field validation.

Field validation will not occur if `pre=True` root validators raise an error. As with field validators,
""post"" (i.e. `pre=False`) root validators by default will be called even if prior validators fail; this
behaviour can be changed by setting the `skip_on_failure=True` keyword argument to the validator.
The `values` argument will be a dict containing the values which passed field validation and
field defaults where applicable.",pydantic-v1-validators-0246
"For a normal `@root_validator`, why is it still being called even though a field validator already failed?","According to **Pydantic v1** and **Pydantic v2** migration docs:

A normal `@root_validator` means `pre=False` by default. In **Pydantic v1**, post root validators are **called even if prior validators fail**. The v1 docs say this behavior can be changed with `skip_on_failure=True`.

In **Pydantic v2**, this behavior changed: for `@root_validator` with `pre=False`, you **must** specify `skip_on_failure=True`, and `skip_on_failure=False` is no longer available. The v2 migration guide also says that if you keep using deprecated `@root_validator`, you can no longer run with `skip_on_failure=False`.

### Why it is still being called
Because in **Pydantic v1**, that is the default behavior for post root validators: they run even when field validation has already failed.

### What to do in v2
Use:

```python
@root_validator(skip_on_failure=True)
def check_model(cls, values):
    ...
```

Or, preferably in **Pydantic v2**, migrate to `@model_validator`.

### Before / after

**Pydantic v1 behavior**
```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    x: int

    @root_validator
    def check_model(cls, values):
        return values
```

This may still run even if `x` fails validation.

**Pydantic v2-compatible**
```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    x: int

    @root_validator(skip_on_failure=True)
    def check_model(cls, values):
        return values
```

If you want, I can also show the equivalent `@model_validator` migration.","Because in Pydantic, **field validation and root validation are separate phases**.

### What happens
1. **Field validators** run first, one field at a time.
2. Pydantic collects any field errors.
3. **`@root_validator`** still runs afterward by default, even if some fields failed.

This is intentional: a root validator can sometimes still inspect the partially validated data and add its own cross-field checks.

### If you want it to skip when field validation failed
Use:

```python
@root_validator(skip_on_failure=True)
def check_values(cls, values):
    ...
```

With `skip_on_failure=True`, the root validator will **not** run if any prior field validation errors occurred.

### In short
- **Default behavior:** root validator runs even if field validators failed.
- **To stop that:** set `skip_on_failure=True`.

If you want, I can also show the exact validation order with a small example.","## Root Validators

Validation can also be performed on the entire model's data.

{!.tmp_examples/validators_root.md!}

As with field validators, root validators can have `pre=True`, in which case they're called before field
validation occurs (and are provided with the raw input data), or `pre=False` (the default), in which case
they're called after field validation.

Field validation will not occur if `pre=True` root validators raise an error. As with field validators,
""post"" (i.e. `pre=False`) root validators by default will be called even if prior validators fail; this
behaviour can be changed by setting the `skip_on_failure=True` keyword argument to the validator.
The `values` argument will be a dict containing the values which passed field validation and
field defaults where applicable.",pydantic-v1-validators-0246
How does `skip_on_failure=True` change the behavior of a post root validator when earlier validation errors exist?,"According to **Pydantic v2**, `@root_validator` with `pre=False` must use `skip_on_failure=True`.

That changes the behavior like this:

- **With `skip_on_failure=True`**: the post root validator is **not called** if any earlier field validation fails.
- **In Pydantic v1**, a post root validator with `pre=False` would normally still run even if prior validators failed, unless `skip_on_failure=True` was set.

### Before (v1 default behavior)
```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    x: int
    y: int

    @root_validator
    def check_values(cls, values):
        # could run even if x or y failed validation
        return values
```

### After (v2-required behavior)
```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    x: int
    y: int

    @root_validator(skip_on_failure=True)
    def check_values(cls, values):
        # will not run if x or y fails validation
        return values
```

So, **the validator is skipped whenever earlier field validation errors exist**.","In Pydantic, `skip_on_failure=True` means a **post** root validator will **not run** if any earlier validation step has already failed.

### What that changes
Normally, a post root validator runs after field validation, even if some fields had errors.  
With `skip_on_failure=True`:

- if all earlier validation succeeds, the post root validator runs
- if there are any field/validator errors before it, the post root validator is skipped entirely

### Why it matters
This is useful when the root validator depends on all fields being valid. It prevents:
- cascading errors
- trying to validate logic with incomplete/invalid data
- confusing secondary errors caused by earlier failures

### Example
```python
from pydantic import BaseModel, root_validator, ValidationError

class User(BaseModel):
    password1: str
    password2: str

    @root_validator(skip_on_failure=True)
    def passwords_match(cls, values):
        if values.get('password1') != values.get('password2'):
            raise ValueError('passwords do not match')
        return values
```

If `password1` is missing or invalid, this validator will **not** run.  
If both fields validate successfully, it checks whether they match.

### Without `skip_on_failure=True`
A post root validator may still execute even when earlier validation errors exist, which can make it see partial/invalid `values`.

If you want, I can also show the difference between `pre=True` and `skip_on_failure=True` in root validators.","## Root Validators

Validation can also be performed on the entire model's data.

{!.tmp_examples/validators_root.md!}

As with field validators, root validators can have `pre=True`, in which case they're called before field
validation occurs (and are provided with the raw input data), or `pre=False` (the default), in which case
they're called after field validation.

Field validation will not occur if `pre=True` root validators raise an error. As with field validators,
""post"" (i.e. `pre=False`) root validators by default will be called even if prior validators fail; this
behaviour can be changed by setting the `skip_on_failure=True` keyword argument to the validator.
The `values` argument will be a dict containing the values which passed field validation and
field defaults where applicable.",pydantic-v1-validators-0246
What exactly is included in the `values` dict passed to a root validator after field validation?,"According to **Pydantic v1** root validators:

After field validation, the `values` dict contains **the values that passed field validation**, plus **field defaults where applicable**.

More precisely:

- It includes fields that were successfully validated.
- It includes default values for fields where defaults apply.
- It does **not** include fields whose validation failed.
- It does **not** include missing fields that have no default.

Example shape:

```python
from pydantic import BaseModel, root_validator

class Model(BaseModel):
    a: int
    b: int = 10
    c: int

    @root_validator
    def check_all(cls, values):
        # values may look like {'a': 1, 'b': 10}
        return values
```

If `c` fails validation or is missing, it won’t be present in `values`.

Also, according to **Pydantic v1** validators documentation, when a validator depends on other fields, you should expect `values` to contain only **previously validated fields**; if another field failed validation or is missing, it will not be included.","In Pydantic, the `values` dict passed to a **post** root validator (i.e. `@root_validator(pre=False)`) contains the model’s **field values after individual field validation**.

More specifically, it includes:

- **All successfully validated fields**
- **Defaults** for fields that weren’t provided, if they have defaults
- **Any fields that were excluded**? No — only fields that are part of the model and available after validation
- **Missing/invalid fields** are typically **not present** in `values` if validation failed for them

### Important details
- The dict is keyed by **field name**
- Values are the **parsed/coerced** versions, not raw input
- It may also include fields populated by aliases, but the keys in `values` are still the **internal field names**
- It does **not** include:
  - extra fields (unless you’ve configured extras in a way that makes them available elsewhere)
  - private attributes
  - raw input data

### Example
```python
from pydantic import BaseModel, root_validator

class User(BaseModel):
    age: int
    name: str = ""Anonymous""

    @root_validator
    def check_values(cls, values):
        print(values)
        return values

User(age=""42"")
```

Output:
```python
{'age': 42, 'name': 'Anonymous'}
```

### If validation fails
If a field fails validation, it usually won’t be included in `values` for the post root validator. For cross-field checks, this means you should guard with `.get(...)` if a field might be missing.

If you want, I can also explain how this differs from `pre=True` root validators or how it works in Pydantic v2 (`model_validator`).","## Root Validators

Validation can also be performed on the entire model's data.

{!.tmp_examples/validators_root.md!}

As with field validators, root validators can have `pre=True`, in which case they're called before field
validation occurs (and are provided with the raw input data), or `pre=False` (the default), in which case
they're called after field validation.

Field validation will not occur if `pre=True` root validators raise an error. As with field validators,
""post"" (i.e. `pre=False`) root validators by default will be called even if prior validators fail; this
behaviour can be changed by setting the `skip_on_failure=True` keyword argument to the validator.
The `values` argument will be a dict containing the values which passed field validation and
field defaults where applicable.",pydantic-v1-validators-0246
"Can datamodel-code-generator take a GraphQL schema and generate Pydantic v2 models directly, or does it need conversion first?","According to **Pydantic v2**, **datamodel-code-generator can take a GraphQL schema directly** and generate Pydantic models from it.

The retrieved documentation explicitly lists **GraphQL schema** as one of the supported input sources:

- OpenAPI 3 (YAML/JSON)
- JSON Schema
- JSON/YAML/CSV Data
- Python dictionary
- **GraphQL schema**

So it does **not** need a separate conversion step first, based on the migration guide content you provided.

If you want, I can also show the exact CLI shape for GraphQL input, but I don’t have enough information in the migration guides to confirm the specific flags for that.","`datamodel-code-generator` does **not** generate Pydantic v2 models directly from a GraphQL schema.

It typically works with formats like:

- OpenAPI / JSON Schema
- Swagger
- OpenAPI-compatible specs
- some other structured schema inputs

For **GraphQL**, you generally need to **convert the schema first** into a supported format, usually **JSON Schema** or an intermediate model representation, and then generate Pydantic models from that.

So the short answer is:

- **Direct GraphQL schema → Pydantic v2:** **No**
- **GraphQL schema → conversion step → datamodel-code-generator:** **Yes**

If you want, I can suggest a practical conversion pipeline for GraphQL → JSON Schema → Pydantic v2, or alternatives that work better for GraphQL.","# Code Generation with datamodel-code-generator

The [datamodel-code-generator](https://github.com/koxudaxi/datamodel-code-generator/) project is a library and command-line utility to generate pydantic models from just about any data source, including:

* OpenAPI 3 (YAML/JSON)
* JSON Schema
* JSON/YAML/CSV Data (which will be converted to JSON Schema)
* Python dictionary (which will be converted to JSON Schema)
* GraphQL schema

Whenever you find yourself with any data convertible JSON but without pydantic models, this tool will allow you to generate type-safe model hierarchies on demand.",pydantic-v2-datamodel_code_generator-0995
"Does datamodel-code-generator support generating models from CSV input, and is that treated as JSON Schema internally?","According to **Pydantic v2** documentation, **yes**: `datamodel-code-generator` supports **CSV input**.

The docs say it can generate Pydantic models from:

- OpenAPI 3 (YAML/JSON)
- JSON Schema
- **JSON/YAML/CSV Data** — **which will be converted to JSON Schema**
- Python dictionary
- GraphQL schema

So, **CSV is treated as data that gets converted to JSON Schema internally** before model generation.

Example from the docs is not CSV-specific, but the supported input list explicitly includes CSV and states that it is converted to JSON Schema.

If you want, I can also show the exact CLI usage pattern for CSV based on the migration docs you provided.","Yes—**`datamodel-code-generator` does support CSV input**, but **it is not treated as JSON Schema internally**.

### How CSV is handled
- CSV is typically used as **tabular input** to infer a schema/model.
- The tool reads the CSV structure, such as:
  - column names
  - data types inferred from values
  - optional/nullable fields
  - repeated patterns across rows

### Internal representation
- CSV is **parsed directly as CSV**, not converted into JSON Schema as the source format.
- The generator may ultimately **emit Python models** similar to what it would for other inputs, but the **input-processing pipeline is different**.
- So, unlike JSON Schema / OpenAPI / JSON input, CSV is **not considered JSON Schema internally**.

### Practical takeaway
- **Supported input:** yes
- **Internally treated as JSON Schema:** no

If you want, I can also show:
1. the CLI syntax for CSV input, or  
2. how CSV inference differs from JSON Schema generation.","# Code Generation with datamodel-code-generator

The [datamodel-code-generator](https://github.com/koxudaxi/datamodel-code-generator/) project is a library and command-line utility to generate pydantic models from just about any data source, including:

* OpenAPI 3 (YAML/JSON)
* JSON Schema
* JSON/YAML/CSV Data (which will be converted to JSON Schema)
* Python dictionary (which will be converted to JSON Schema)
* GraphQL schema

Whenever you find yourself with any data convertible JSON but without pydantic models, this tool will allow you to generate type-safe model hierarchies on demand.",pydantic-v2-datamodel_code_generator-0995
